name,episodes,page_num
Albert Einstein,['https://rickandmortyapi.com/api/episode/12'],1
Alexander,['https://rickandmortyapi.com/api/episode/3'],1
Alien Googah,['https://rickandmortyapi.com/api/episode/31'],1
Alien Morty,['https://rickandmortyapi.com/api/episode/10'],1
Alien Rick,['https://rickandmortyapi.com/api/episode/10'],1
Amish Cyborg,['https://rickandmortyapi.com/api/episode/15'],1
Annie,['https://rickandmortyapi.com/api/episode/3'],1
Antenna Morty,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/28']",1
Antenna Rick,['https://rickandmortyapi.com/api/episode/10'],1
Ants in my Eyes Johnson,['https://rickandmortyapi.com/api/episode/8'],1
